Date,Agency,SubAgency,RIN,FRDOC,SignatureDate,SignatoryName,SignatoryTitle,ImportantDates,Addresses,ContactforFurtherInfo,SubjectList,Agency2,Action,Summary
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XY71</RIN>
","<FRDOC>[FR Doc. 2010-21988 Filed 8-30-10; 4:15 pm]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>Carrie Selberg,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), September 1, 2010, through 2400 hrs, A.l.t., December 31, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Steve Whitney, 907-586-7269.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for pelagic shelf rockfish for vessels participating in the rockfish entry level fishery in the Central Regulatory Area of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the 2010 total allowable catch (TAC) of pelagic shelf rockfish allocated to vessels participating in the rockfish entry level fishery in the Central Regulatory Area of the GOA.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XY72</RIN>
","<FRDOC>[FR Doc. 2010-21990 Filed 8-30-10; 4:15 pm]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>Carrie Selberg,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), September 1, 2010, through 2400 hrs, A.l.t., December 31, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Steve Whitney, 907-586-7269.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for northern rockfish for vessels participating in the rockfish entry level fishery in the Central Regulatory Area of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the 2010 total allowable catch (TAC) of northern rockfish allocated to vessels participating in the rockfish entry level fishery in the Central Regulatory Area of the GOA.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""F"">DEPARTMENT OF AGRICULTURE</AGENCY>
","<SUBAGY>Farm Service Agency</SUBAGY>
","<RIN>RIN 0560-AI04</RIN>
","<FRDOC>[FR Doc. 2010-22070 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Signed in Washington, DC, August 31, 2010.</DATED>
","<NAME>Jonathan W. Coppess,</NAME>
","<TITLE>Administrator,Farm Service Agency.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>
 <E T=""03"">Effective Date:</E>This rule is effective September 3, 2010.</P>
 <P>
 <E T=""03"">Comment Date:</E>We will consider comments on this rule and on the information collection activities that we receive by November 2, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>We invite you to submit written comments on this interim rule and on the information collection. In your comment, include the volume, date, and page number of this issue of the<E T=""04"">Federal Register.</E>You may also send comments about the information collection requests to the Desk Officer for Agriculture, Office of Information and Regulatory Affairs, Office of Management and Budget, Washington, DC 20503. You may submit comments by any of the following methods:</P>
 <P>•<E T=""03"">E-mail: connie.holman@wdc.usda.gov.</E>
 </P>
 <P>•<E T=""03"">Fax:</E>(202) 720-6797.</P>
 <P>•<E T=""03"">Mail:</E>Director, Loan Making Division, FSA, USDA, 1400 Independence Avenue, SW., Stop 0522, Washington, DC 20250-0522.</P>
 <P>•<E T=""03"">Hand Delivery or Courier:</E>Deliver comments to FSA, LMD, 1280 Maryland Avenue, SW., Suite 240, Washington, DC 20024.</P>
 <P>•<E T=""03"">Federal eRulemaking Portal:</E>Go to<E T=""03"">http://www.regulations.gov.</E>Follow the online instructions for submitting comments.</P>
 <P>Comments may be inspected in the Office of the Director, LMD, FSA, at 1280 Maryland Avenue, SW., Suite 240, Washington, DC, Monday through Friday between 8 a.m. and 4:30 p.m., except holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Connie Holman, Senior Loan Officer, LMD, FSA; telephone: (202) 690-0756; fax: (202) 720-6797; e-mail:<E T=""03"">connie.holman@wdc.usda.gov.</E>Persons with disabilities or who require alternative means for communication (Braille, large print, audio tape, etc.) should contact the USDA Target Center at (202) 720-2600 (voice and TDD).</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects</HD>
 <CFR>7 CFR Part 761</CFR>
 <P>Accounting, Loan programs agriculture, Rural areas.</P>
 <CFR>7 CFR Part 762</CFR>
 <P>Agriculture, Banks, banking, Credit, Loan programs—agriculture.</P>
 <CFR>7 CFR Part 764</CFR>
 <P>Agriculture, Disaster assistance, Loan programs—agriculture.</P>
 <CFR>7 CFR Part 765</CFR>
 <P>Agriculture, Agricultural commodities, Credit, Livestock, Loan programs—agriculture.</P>
 <CFR>7 CFR Part 766</CFR>
 <P>Agriculture, Agricultural commodities, Credit, Livestock, Loan programs—agriculture.</P>
 </LSTSUB>
","['', '<P>Farm Service Agency, USDA.</P>\n']","['', '<P>Interim final rule.</P>\n']","['', '<P>The Farm Service Agency (FSA) is implementing the new Conservation Loan (CL) Program authorized by the Food, Conservation, and Energy Act of 2008 (the 2008 Farm Bill). This interim rule adds the CL Program provisions to the existing direct and guaranteed loan regulations. These provisions will provide CL Program eligibility and servicing options for the direct and guaranteed loans made through the CL Program.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22044 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Elizabeth Rettie,</NAME>
","<TITLE>Deputy Director, Office of New Animal Drug Evaluation, Center for Veterinary Medicine.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>David R. Newkirk, Center for Veterinary Medicine (HFV-100), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8307, email:<E T=""03"">david.newkirk@fda.hhs.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 21 CFR Part 510</HD>
 <P>Administrative practice and procedure, Animal drugs, Labeling, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor's name from Alpharma, Inc., to Alpharma LLC. The sponsor's mailing address will also be changed.</P>\n""]"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22042 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Elizabeth Rettie,</NAME>
","<TITLE>Deputy Director, Office of New Animal Drug Evaluation, Center for Veterinary Medicine.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>David R. Newkirk, Center for Veterinary Medicine (HFV-100), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8307,e-mail:<E T=""03"">david.newkirk@fda.hhs.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects</HD>
 <CFR>21 CFR Part 510</CFR>
 <P>Administrative practice and procedure, Animal drugs, Labeling, Reporting and recordkeeping requirements.</P>
 <CFR>21 CFR Part 522</CFR>
 <P>Animal drugs.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule; technical amendment.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor for two new animal drug applications (NADAs) from G. C. Hanford Manufacturing Co. to Norbrook Laboratories, Ltd.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22043 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Elizabeth Rettie,</NAME>
","<TITLE>Deputy Director, Office of New Animal Drug Evaluation, Center for Veterinary Medicine.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This rule is effective September 3, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Melanie R. Berson, Center for Veterinary Medicine (HFV-110), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8337, email:<E T=""03"">melanie.berson@fda.hhs.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 21 CFR Part 520</HD>
 <P>Animal drugs.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Bayer HealthCare LLC. The supplement provides for two new sizes of praziquantel and pyrantel pamoate tablets used in cats and kittens for the removal of various internal parasites and for a revised kitten age and weight restriction.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22039 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Elizabeth Rettie,</NAME>
","<TITLE>Deputy Director, Office of New Animal Drug Evaluation, Center for Veterinary Medicine.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Cindy L. Burnsteel, Center for Veterinary Medicine (HFV-130), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8341, e-mail:<E T=""03"">cindy.burnsteel@fda.hhs.gov</E>.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 21 CFR Part 522</HD>
 <P>Animal drugs.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of a supplemental new animal drug application (NADA) filed by Intervet, Inc. The supplemental NADA adds<E T=""03"">Mycoplasma bovis</E>to the bovine respiratory disease (BRD) pathogens for which use of an injectable solution containing florfenicol and flunixin meglumine is an approved treatment.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HEALTH AND HUMAN SERVICES</AGENCY>
","<SUBAGY>Food and Drug Administration</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22071 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Elizabeth Rettie,</NAME>
","<TITLE>Deputy Director, Office of New Animal Drug Evaluation, Center for Veterinary Medicine.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Suzanne J. Sechen, Center for Veterinary Medicine (HFV-126), Food and Drug Administration, 7500 Standish Pl., Rockville, MD 20855, 240-276-8105, e-mail:<E T=""03"">suzanne.sechen@fda.hhs.gov.</E>
 </P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 21 CFR Part 558</HD>
 <P>Animal drugs, Animal feeds.</P>
 </LSTSUB>
","['', '<P>Food and Drug Administration, HHS.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect approval of two supplemental new animal drug applications (NADAs) filed by Elanco Animal Health, A Division of Eli Lilly &amp; Co. The supplemental NADAs provide for administering a Type C medicated feed containing ractopamine hydrochloride as a top dress on Type C medicated feeds containing monensin, USP, or monensin, USP, and tylosin phosphate to cattle fed in confinement for slaughter.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT</AGENCY>
",None,None,"<FRDOC>[FR Doc. 2010-22133 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>David H. Stevens,</NAME>
","<TITLE>Assistant Secretary for Housing—Federal Housing Commissioner.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Karin Hill, Director, Office of Single Family Program Development, Office of Housing, Department of Housing and Urban Development, 451 7th Street, SW., Room 9278, Washington, DC 20410; telephone number 202-708-2121 (this is not a toll-free number). Persons with hearing or speech impairments may access this number through TTY by calling the toll-free Federal Information Relay Service at 800-877-8339.</P>
 </FURINF>
",None,"['', '<P>Office of the Assistant Secretary for Housing\xe2\x80\x94Federal Housing Commissioner, HUD.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>On July 15, 2010, HUD issued a notice seeking comment on three initiatives that HUD proposed would contribute to the restoration of the Mutual Mortgage Insurance Fund (MMIF) capital reserve account. This document is limited to implementation of HUD's proposal to introduce a minimum credit score threshold and reduce the maximum LTV. At the end of the public comment period on August 16, 2010, HUD received 902 comments. The overwhelming majority of these comments focused on HUD's proposal to cap seller concessions. HUD is continuing to review and consider the issues raised by commenters on capping seller concessions as well as those pertaining to HUD's proposal to tighten manual underwriting guidelines. HUD's final decision on these two proposals will be addressed separately.</P>\n""]"
FR-2010-09-03.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22033 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 18, 2010.</DATED>
","<NAME>Waverly W. Gregory, Jr.,</NAME>
","<TITLE>Bridge Administrator, Fifth Coast Guard District.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents mentioned in this preamble as being available in the docket are part of docket USCG-2010-0800 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0800 in the “Keyword” box and then clicking “Search”. They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this rule, call or e-mail Bill H. Brazier, Bridge Management Specialist, Fifth Coast Guard District; telephone 757-398-6422, e-mail<E T=""03"">Bill.H.Brazier@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Notice of temporary deviation from regulations.</P>\n']","['', '<P>The Commander, Fifth Coast Guard District, has issued a temporary deviation from the regulations governing the operation of the Onslow Beach Swing Bridge, across the Atlantic Intracoastal Waterway, mile 240.7, at Camp Lejeune, NC. The deviation is necessary to facilitate urgent replacement of the main hydraulic system. This deviation allows the bridge to be in the closed-to-navigation position.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22035 Filed 9-2-10; 8:45 am]</FRDOC>
",None,"<NAME>Gary Kassof,</NAME>
","<TITLE>Bridge Program Manager, First Coast Guard District.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents mentioned in this preamble as being available in the docket are part of docket USCG-2010-0795 and are available online at<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0795 in the “Keyword” and then clicking “Search”. They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>If you have questions on this rule, call or e-mail Ms. Judy Leung-Yee, Project Officer, First Coast Guard District, telephone (212) 668-7165. If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Notice of temporary deviation from regulations.</P>\n']","['', '<P>The Commander, First Coast Guard District, has issued a temporary deviation from the regulation governing the operation of the Amtrak Bridge across Shaw Cove, mile 0.0, at New London, Connecticut. This deviation allows the bridge to remain in the closed position two separate days in October and November to facilitate scheduled maintenance.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
",None,"<FRDOC>[FR Doc. 2010-22036 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 24, 2010.</DATED>
","<NAME>Waverly W. Gregory, Jr.,</NAME>
","<TITLE>Chief, Bridge Administration Branch, Fifth Coast Guard District.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents mentioned in this preamble as being available in the docket are part of docket USCG-2010-0815 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0815 in the “Keyword” box and then clicking “Search”. They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this rule, call or e-mail Sandra S. Elliott, Bridge Management Specialist, Fifth Coast Guard District; telephone 757-398-6557, e-mail<E T=""03"">Sandra.S.Elliott@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Notice of temporary deviation from regulations.</P>\n']","['', '<P>The Commander, Fifth Coast Guard District, has issued a temporary deviation from the regulations governing the operation of the US70 (Alfred C. Cunningham) Bridge across Trent River, mile 0.0, at New Bern, NC, to accommodate a bike race and parade. This deviation allows the drawbridge to be maintained in the closed position to vessels at specific dates and times.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AB13</RIN>
","<FRDOC>[FR Doc. 2010-22021 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>J.G. Lantz,</NAME>
","<TITLE>Director of Commercial Regulations and Standards, U.S. Coast Guard.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions about this document, contact Commander Patrick Clark, CG-5222, U.S. Coast Guard, at 202-372-1410 or by e-mail at<E T=""03"">Patrick.W.Clark@uscg.mil</E>. If you have questions on viewing or submitting material to the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Rule; information collection approval.</P>\n']","['', '<P>In a final rule published May 26, 2010, the Coast Guard amended Letter of Intent (LOI) and Waterway Suitability Assessment (WSA) requirements for liquefied natural gas (LNG) and liquefied hazardous gas (LHG) facilities. The amendment triggered information collection requirements affecting these facilities. The Coast Guard now announces that the collection of information has been approved by the Office of Management and Budget (OMB) under the Paperwork Reduction Act of 1995. The OMB Control Number is 1625-0049.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA26</RIN>
","<FRDOC>[FR Doc. 2010-22026 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>J.G. Lantz,</NAME>
","<TITLE>Director of Commercial Regulations and Standards, U.S. Coast Guard.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this document, contact Lieutenant Commander Ryan Allain at 202-372-1226 or<E T=""03"">Ryan.D.Allain@uscg.mil</E>. If you have questions on viewing the docket (USCG-2001-8661), call Ms. Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Rule; information collection approval.</P>\n']","['', '<P>On August 31, 2009, the Coast Guard amended its requirements for oil-spill removal equipment associated with vessel response plans and marine transportation-related facility response plans. The amendment triggered information collection requirements affecting vessel response planholders required to establish evidence that they have properly planned to mitigate oil outflow and to provide that information to the Coast Guard for its use in emergency response. This notice announces that the collection of information has been approved by the Office of Management and Budget (OMB) and may now be enforced. The OMB Control Number is 1625-0066.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA19</RIN>
","<FRDOC>[FR Doc. 2010-22022 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 30, 2010.</DATED>
","<NAME>J.G. Lantz,</NAME>
","<TITLE>Director of Commercial Regulations and Standards, U.S. Coast Guard.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this document, contact Lieutenant Commander Ryan Allain at 202-372-1226 or<E T=""03"">Ryan.D.Allain@uscg.mil</E>. If you have questions on viewing the docket (USCG-1998-3417), call Ms. Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
",None,"['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Rule; information collection approval.</P>\n']","['', '<P>On December 31, 2008, the Coast Guard amended the vessel response plan salvage and marine firefighting requirements for tank vessels carrying oil. The amendment triggered information collection requirements affecting vessel response planholders required to establish evidence that they have properly planned to mitigate oil outflow and to provide that information to the Coast Guard for its use in emergency response. This notice announces that the collection of information has been approved by the Office of Management and Budget (OMB) and may now be enforced. The OMB Control Number is 1625-0066.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF HOMELAND SECURITY</AGENCY>
","<SUBAGY>Coast Guard</SUBAGY>
","<RIN>RIN 1625-AA00</RIN>
","<FRDOC>[FR Doc. 2010-22032 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: July 29, 2010.</DATED>
","<NAME>R.T. Gatlin,</NAME>
","<TITLE>Captain, U.S. Coast Guard, Acting Captain of the Port Delaware Bay.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>Documents indicated in this preamble as being available in the docket are part of docket USCG-2010-0728 and are available online by going to<E T=""03"">http://www.regulations.gov,</E>inserting USCG-2010-0728 in the “Keyword” box, and then clicking “Search.” They are also available for inspection or copying at the Docket Management Facility (M-30), U.S. Department of Transportation, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590,<PRTPAGE P=""54027""/>between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>If you have questions on this temporary rule, call or e-mail LT Corrina Ott, Coast Guard; telephone 215-271-4902, e-mail<E T=""03"">Corrina.Ott@uscg.mil.</E>If you have questions on viewing the docket, call Renee V. Wright, Program Manager, Docket Operations, telephone 202-366-9826.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 33 CFR Part 165</HD>
 <P>Harbors, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Security measures, Waterways.</P>
 </LSTSUB>
","['', '<P>Coast Guard, DHS.</P>\n']","['', '<P>Temporary final rule.</P>\n']","['', '<P>The Coast Guard is establishing a temporary safety zone in an area of the Delaware River, Camden, NJ, described as North of the Wiggins park Marina and South of the Benjamin Franklin Bridge. The safety zone will restrict vessel traffic from a portion of the Delaware River during the Red Bull Flugtag event. The safety zone is necessary to protect event participants, life, and property.</P>\n']"
FR-2010-09-03.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF VETERANS AFFAIRS</AGENCY>
",None,"<RIN>RIN 2900-AN52</RIN>
","<FRDOC>[FR Doc. 2010-22056 Filed 9-2-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 31, 2010.</DATED>
","<NAME>Robert C. McFetridge,</NAME>
","<TITLE>Director, Regulations Policy and Management, Office of the General Counsel, Department of Veterans Affairs.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Roscoe Butler, Deputy Director, Business Policy, Chief Business Office (163), Veterans Health Administration, Department of Veterans Affairs, 810 Vermont Avenue, NW., Washington, DC 20420, (202) 461-1586. (This is not a toll free number.)</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 38 CFR Part 17</HD>
 <P>Administrative practice and procedure, Alcohol abuse, Alcoholism, Claims, Day care, Dental health, Drug abuse, Foreign relations, Government contracts, Grant programs—health, Government programs—veterans, Health care, Health facilities, Health professions, Health records, Homeless, Medical and dental schools, Medical devices, Medical research, Mental health programs, Nursing home care, Veterans.</P>
 </LSTSUB>
","['', '<P>Department of Veterans Affairs.</P>\n']","['', '<P>Final rule.</P>\n']","['', ""<P>This final rule amends the Department of Veterans Affairs (VA) medical regulations to make the language of several provisions conform to changes in law made by the Homeless Veterans Comprehensive Assistance Act of 2001; the Veterans Health Care, Capital Asset, and Business Improvement Act of 2003; and the Veterans' Mental Health and Other Care Improvements Act of 2008.</P>\n""]"
